0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;1.8
2;3.6
3;5.4
4;7.2
5;9
6;10.8
7;12.6
8;14.4
9;16.2
10;18
11;19.8
12;21.6
13;23.4
14;25.2
15;27
16;28.8
17;30.6
18;32.4
19;34.2
20;36
21;37.8
22;39.6
23;41.4
24;43.2
25;45
26;46.8
27;48.6
28;50.4
29;52.2
30;54
31;55.8
32;57.6
33;59.4
34;61.2
35;63
36;64.8
37;66.6
38;68.4
39;70.2
40;72
41;73.8
42;75.6
43;77.4
44;79.2
45;81
46;82.8
47;84.6
48;86.4
49;88.2
50;90
51;91.8
52;93.6
53;95.4
54;97.2
55;99
56;100.8
57;102.6
58;104.4
59;106.2
60;108
61;109.8
62;111.6
63;113.4
64;115.2
65;117
66;118.8
67;120.6
68;122.4
69;124.2
70;126
71;127.8
72;129.6
73;131.4
74;133.2
75;135
76;136.8
77;138.6
78;140.4
79;142.2
80;144
81;145.8
82;147.6
83;149.4
84;151.2
85;153
86;154.8
87;156.6
88;158.4
89;160.2
90;162
91;163.8
92;165.6
93;167.4
94;169.2
95;171
96;172.8
97;174.6
98;176.4
99;178.2
100;180


